match_id,match_start_date_time,game_version_id,game_version,radiant_player_1_hero_id,radiant_player_1_hero,radiant_player_2_hero_id,radiant_player_2_hero,radiant_player_3_hero_id,radiant_player_3_hero,radiant_player_4_hero_id,radiant_player_4_hero,radiant_player_5_hero_id,radiant_player_5_hero,dire_player_1_hero_id,dire_player_1_hero,dire_player_2_hero_id,dire_player_2_hero,dire_player_3_hero_id,dire_player_3_hero,dire_player_4_hero_id,dire_player_4_hero,dire_player_5_hero_id,dire_player_5_hero,radiant_win
3560778156,2017-11-14 00:00:00,82,7.07b,97,Magnus,7,Earthshaker,31,Lich,98,Timbersaw,95,Troll Warlord,78,Brewmaster,114,Monkey King,86,Rubick,84,Ogre Magi,106,Ember Spirit,true
3561106491,2017-11-14 00:00:00,82,7.07b,86,Rubick,34,Tinker,16,Sand King,15,Razor,13,Puck,72,Gyrocopter,17,Storm Spirit,100,Tusk,87,Disruptor,57,Omniknight,false
3561363358,2017-11-14 00:00:00,82,7.07b,18,Sven,47,Viper,9,Mirana,84,Ogre Magi,89,Naga Siren,16,Sand King,57,Omniknight,87,Disruptor,8,Juggernaut,39,Queen of Pain,true
3561492355,2017-11-14 00:00:00,82,7.07b,64,Jakiro,35,Sniper,111,Oracle,97,Magnus,41,Faceless Void,112,Winter Wyvern,73,Alchemist,69,Doom,74,Invoker,38,Beastmaster,true
3561866441,2017-11-14 00:00:00,82,7.07b,19,Tiny,49,Dragon Knight,16,Sand King,14,Pudge,112,Winter Wyvern,39,Queen of Pain,60,Night Stalker,69,Doom,3,Bane,54,Lifestealer,true
3561966598,2017-11-14 00:00:00,82,7.07b,46,Templar Assassin,39,Queen of Pain,79,Shadow Demon,28,Slardar,77,Lycan,5,Crystal Maiden,86,Rubick,19,Tiny,98,Timbersaw,17,Storm Spirit,true
3562356718,2017-11-14 00:00:00,82,7.07b,7,Earthshaker,65,Batrider,35,Sniper,64,Jakiro,20,Vengeful Spirit,112,Winter Wyvern,19,Tiny,11,Shadow Fiend,88,Nyx Assassin,45,Pugna,false
3563102080,2017-11-15 00:00:00,82,7.07b,112,Winter Wyvern,28,Slardar,11,Shadow Fiend,54,Lifestealer,38,Beastmaster,19,Tiny,29,Tidehunter,20,Vengeful Spirit,84,Ogre Magi,34,Tinker,false
3563569545,2017-11-15 00:00:00,82,7.07b,99,Bristleback,28,Slardar,54,Lifestealer,17,Storm Spirit,20,Vengeful Spirit,94,Medusa,58,Enchantress,29,Tidehunter,7,Earthshaker,47,Viper,true
3563705876,2017-11-15 00:00:00,82,7.07b,112,Winter Wyvern,51,Clockwerk,65,Batrider,34,Tinker,49,Dragon Knight,15,Razor,58,Enchantress,13,Puck,3,Bane,67,Spectre,false
3564012840,2017-11-15 00:00:00,82,7.07b,27,Shadow Shaman,107,Earth Spirit,80,Lone Druid,76,Outworld Destroyer,29,Tidehunter,98,Timbersaw,3,Bane,65,Batrider,16,Sand King,35,Sniper,true
3564321254,2017-11-16 00:00:00,82,7.07b,34,Tinker,72,Gyrocopter,100,Tusk,28,Slardar,79,Shadow Demon,16,Sand King,29,Tidehunter,3,Bane,39,Queen of Pain,19,Tiny,false
3564733257,2017-11-16 00:00:00,82,7.07b,91,Io,78,Brewmaster,17,Storm Spirit,64,Jakiro,4,Bloodseeker,79,Shadow Demon,16,Sand King,47,Viper,109,Terrorblade,13,Puck,true
3564833295,2017-11-16 00:00:00,82,7.07b,103,Elder Titan,35,Sniper,74,Invoker,2,Axe,20,Vengeful Spirit,42,Wraith King,94,Medusa,7,Earthshaker,21,Windranger,87,Disruptor,true
3565540360,2017-11-16 00:00:00,82,7.07b,3,Bane,53,Nature's Prophet,106,Ember Spirit,85,Undying,98,Timbersaw,84,Ogre Magi,17,Storm Spirit,27,Shadow Shaman,96,Centaur Warrunner,61,Broodmother,false
3565864960,2017-11-16 00:00:00,82,7.07b,50,Dazzle,61,Broodmother,13,Puck,28,Slardar,20,Vengeful Spirit,57,Omniknight,26,Lion,60,Night Stalker,43,Death Prophet,109,Terrorblade,false
3566661890,2017-11-17 00:00:00,83,7.07c,87,Disruptor,57,Omniknight,1,Anti-Mage,84,Ogre Magi,52,Leshrac,6,Drow Ranger,86,Rubick,75,Silencer,19,Tiny,94,Medusa,false
3567643910,2017-11-17 00:00:00,83,7.07c,64,Jakiro,7,Earthshaker,61,Broodmother,49,Dragon Knight,54,Lifestealer,57,Omniknight,26,Lion,16,Sand King,84,Ogre Magi,19,Tiny,false
3567647512,2017-11-17 00:00:00,83,7.07c,96,Centaur Warrunner,109,Terrorblade,22,Zeus,107,Earth Spirit,86,Rubick,28,Slardar,93,Slark,101,Skywrath Mage,99,Bristleback,34,Tinker,true
3567779029,2017-11-17 00:00:00,83,7.07c,14,Pudge,48,Luna,39,Queen of Pain,7,Earthshaker,3,Bane,25,Lina,28,Slardar,63,Weaver,1,Anti-Mage,20,Vengeful Spirit,true
3567887404,2017-11-18 00:00:00,83,7.07c,86,Rubick,19,Tiny,33,Enigma,84,Ogre Magi,8,Juggernaut,51,Clockwerk,87,Disruptor,29,Tidehunter,20,Vengeful Spirit,74,Invoker,false
3568213352,2017-11-18 00:00:00,83,7.07c,18,Sven,3,Bane,107,Earth Spirit,39,Queen of Pain,69,Doom,64,Jakiro,4,Bloodseeker,51,Clockwerk,47,Viper,100,Tusk,true
3568608861,2017-11-18 00:00:00,83,7.07c,69,Doom,28,Slardar,11,Shadow Fiend,15,Razor,3,Bane,57,Omniknight,34,Tinker,83,Treant Protector,87,Disruptor,19,Tiny,false
3569139179,2017-11-18 00:00:00,83,7.07c,17,Storm Spirit,71,Spirit Breaker,67,Spectre,7,Earthshaker,9,Mirana,28,Slardar,79,Shadow Demon,48,Luna,29,Tidehunter,40,Venomancer,true
3569242485,2017-11-18 00:00:00,83,7.07c,94,Medusa,17,Storm Spirit,100,Tusk,88,Nyx Assassin,57,Omniknight,37,Warlock,107,Earth Spirit,8,Juggernaut,93,Slark,65,Batrider,true
3569398014,2017-11-18 00:00:00,83,7.07c,82,Meepo,63,Weaver,30,Witch Doctor,13,Puck,72,Gyrocopter,85,Undying,73,Alchemist,88,Nyx Assassin,106,Ember Spirit,64,Jakiro,true
3569464279,2017-11-18 00:00:00,83,7.07c,92,Visage,73,Alchemist,46,Templar Assassin,28,Slardar,63,Weaver,27,Shadow Shaman,109,Terrorblade,100,Tusk,69,Doom,61,Broodmother,false
3569611654,2017-11-18 00:00:00,83,7.07c,63,Weaver,14,Pudge,82,Meepo,29,Tidehunter,3,Bane,20,Vengeful Spirit,72,Gyrocopter,13,Puck,65,Batrider,16,Sand King,true
3570551380,2017-11-19 00:00:00,83,7.07c,51,Clockwerk,96,Centaur Warrunner,86,Rubick,34,Tinker,54,Lifestealer,43,Death Prophet,100,Tusk,67,Spectre,85,Undying,72,Gyrocopter,true
3571533154,2017-11-19 00:00:00,83,7.07c,7,Earthshaker,111,Oracle,47,Viper,8,Juggernaut,100,Tusk,11,Shadow Fiend,41,Faceless Void,60,Night Stalker,14,Pudge,53,Nature's Prophet,false
3571575456,2017-11-19 00:00:00,83,7.07c,88,Nyx Assassin,106,Ember Spirit,102,Abaddon,94,Medusa,7,Earthshaker,48,Luna,14,Pudge,74,Invoker,3,Bane,99,Bristleback,false
3571598762,2017-11-19 00:00:00,83,7.07c,76,Outworld Destroyer,65,Batrider,9,Mirana,26,Lion,71,Spirit Breaker,16,Sand King,19,Tiny,104,Legion Commander,30,Witch Doctor,13,Puck,false
3571652130,2017-11-19 00:00:00,83,7.07c,79,Shadow Demon,9,Mirana,28,Slardar,69,Doom,94,Medusa,50,Dazzle,16,Sand King,81,Chaos Knight,13,Puck,61,Broodmother,true
3571699888,2017-11-19 00:00:00,83,7.07c,112,Winter Wyvern,34,Tinker,15,Razor,16,Sand King,65,Batrider,43,Death Prophet,63,Weaver,75,Silencer,19,Tiny,26,Lion,true
3571730395,2017-11-19 00:00:00,83,7.07c,112,Winter Wyvern,97,Magnus,66,Chen,13,Puck,54,Lifestealer,9,Mirana,107,Earth Spirit,58,Enchantress,79,Shadow Demon,98,Timbersaw,false
3572285320,2017-11-20 00:00:00,83,7.07c,87,Disruptor,57,Omniknight,70,Ursa,13,Puck,107,Earth Spirit,104,Legion Commander,101,Skywrath Mage,84,Ogre Magi,75,Silencer,19,Tiny,false
3572355258,2017-11-20 00:00:00,83,7.07c,39,Queen of Pain,111,Oracle,85,Undying,49,Dragon Knight,20,Vengeful Spirit,30,Witch Doctor,60,Night Stalker,18,Sven,101,Skywrath Mage,23,Kunkka,true
3572469436,2017-11-20 00:00:00,83,7.07c,85,Undying,9,Mirana,100,Tusk,94,Medusa,13,Puck,7,Earthshaker,51,Clockwerk,15,Razor,39,Queen of Pain,87,Disruptor,true
3572543053,2017-11-20 00:00:00,83,7.07c,41,Faceless Void,30,Witch Doctor,35,Sniper,16,Sand King,38,Beastmaster,78,Brewmaster,94,Medusa,23,Kunkka,111,Oracle,52,Leshrac,false
3572545840,2017-11-20 00:00:00,83,7.07c,43,Death Prophet,72,Gyrocopter,7,Earthshaker,71,Spirit Breaker,64,Jakiro,9,Mirana,65,Batrider,84,Ogre Magi,11,Shadow Fiend,107,Earth Spirit,false
3572609271,2017-11-20 00:00:00,83,7.07c,57,Omniknight,87,Disruptor,28,Slardar,94,Medusa,4,Bloodseeker,86,Rubick,39,Queen of Pain,73,Alchemist,55,Dark Seer,7,Earthshaker,true
3572902758,2017-11-20 00:00:00,83,7.07c,85,Undying,112,Winter Wyvern,49,Dragon Knight,60,Night Stalker,8,Juggernaut,20,Vengeful Spirit,75,Silencer,84,Ogre Magi,98,Timbersaw,19,Tiny,false
3573297041,2017-11-20 00:00:00,83,7.07c,107,Earth Spirit,53,Nature's Prophet,79,Shadow Demon,20,Vengeful Spirit,94,Medusa,43,Death Prophet,51,Clockwerk,3,Bane,36,Necrophos,108,Underlord,true
3573348956,2017-11-20 00:00:00,83,7.07c,91,Io,63,Weaver,17,Storm Spirit,3,Bane,38,Beastmaster,100,Tusk,103,Elder Titan,72,Gyrocopter,19,Tiny,30,Witch Doctor,true
3573475597,2017-11-20 00:00:00,83,7.07c,100,Tusk,1,Anti-Mage,3,Bane,39,Queen of Pain,91,Io,84,Ogre Magi,11,Shadow Fiend,86,Rubick,4,Bloodseeker,20,Vengeful Spirit,false
3573524738,2017-11-20 00:00:00,83,7.07c,57,Omniknight,1,Anti-Mage,86,Rubick,15,Razor,84,Ogre Magi,47,Viper,28,Slardar,108,Underlord,112,Winter Wyvern,48,Luna,false
3573570180,2017-11-20 00:00:00,83,7.07c,97,Magnus,26,Lion,43,Death Prophet,81,Chaos Knight,71,Spirit Breaker,6,Drow Ranger,92,Visage,28,Slardar,13,Puck,3,Bane,true
3573659425,2017-11-21 00:00:00,83,7.07c,88,Nyx Assassin,107,Earth Spirit,46,Templar Assassin,112,Winter Wyvern,70,Ursa,104,Legion Commander,68,Ancient Apparition,48,Luna,13,Puck,60,Night Stalker,false
3574177265,2017-11-21 00:00:00,83,7.07c,64,Jakiro,39,Queen of Pain,100,Tusk,88,Nyx Assassin,98,Timbersaw,85,Undying,69,Doom,23,Kunkka,13,Puck,12,Phantom Lancer,false
3574426215,2017-11-21 00:00:00,83,7.07c,30,Witch Doctor,81,Chaos Knight,46,Templar Assassin,60,Night Stalker,78,Brewmaster,3,Bane,77,Lycan,98,Timbersaw,28,Slardar,38,Beastmaster,true
3574514359,2017-11-21 00:00:00,83,7.07c,45,Pugna,51,Clockwerk,78,Brewmaster,15,Razor,85,Undying,84,Ogre Magi,62,Bounty Hunter,46,Templar Assassin,20,Vengeful Spirit,108,Underlord,true
3574825323,2017-11-21 00:00:00,83,7.07c,47,Viper,71,Spirit Breaker,86,Rubick,60,Night Stalker,72,Gyrocopter,79,Shadow Demon,48,Luna,57,Omniknight,39,Queen of Pain,107,Earth Spirit,false
3575006216,2017-11-21 00:00:00,83,7.07c,68,Ancient Apparition,49,Dragon Knight,16,Sand King,13,Puck,48,Luna,3,Bane,72,Gyrocopter,21,Windranger,88,Nyx Assassin,78,Brewmaster,false
3575084722,2017-11-21 00:00:00,83,7.07c,80,Lone Druid,72,Gyrocopter,104,Legion Commander,18,Sven,62,Bounty Hunter,112,Winter Wyvern,46,Templar Assassin,100,Tusk,10,Morphling,16,Sand King,true
3575293638,2017-11-22 00:00:00,83,7.07c,96,Centaur Warrunner,16,Sand King,47,Viper,95,Troll Warlord,68,Ancient Apparition,107,Earth Spirit,104,Legion Commander,86,Rubick,8,Juggernaut,25,Lina,true
3575336148,2017-11-22 00:00:00,83,7.07c,43,Death Prophet,54,Lifestealer,28,Slardar,65,Batrider,64,Jakiro,96,Centaur Warrunner,41,Faceless Void,47,Viper,16,Sand King,68,Ancient Apparition,true
3575842809,2017-11-22 00:00:00,83,7.07c,29,Tidehunter,94,Medusa,85,Undying,87,Disruptor,28,Slardar,84,Ogre Magi,64,Jakiro,19,Tiny,35,Sniper,39,Queen of Pain,true
3575886277,2017-11-22 00:00:00,83,7.07c,30,Witch Doctor,62,Bounty Hunter,48,Luna,38,Beastmaster,22,Zeus,28,Slardar,29,Tidehunter,43,Death Prophet,99,Bristleback,112,Winter Wyvern,false
3575978398,2017-11-22 00:00:00,83,7.07c,68,Ancient Apparition,28,Slardar,20,Vengeful Spirit,96,Centaur Warrunner,17,Storm Spirit,16,Sand King,29,Tidehunter,34,Tinker,8,Juggernaut,64,Jakiro,false
3576320195,2017-11-22 00:00:00,83,7.07c,84,Ogre Magi,6,Drow Ranger,63,Weaver,60,Night Stalker,13,Puck,68,Ancient Apparition,48,Luna,47,Viper,16,Sand King,78,Brewmaster,true
3576624972,2017-11-22 00:00:00,83,7.07c,75,Silencer,86,Rubick,72,Gyrocopter,28,Slardar,108,Underlord,107,Earth Spirit,51,Clockwerk,10,Morphling,13,Puck,50,Dazzle,true
3576826994,2017-11-22 00:00:00,83,7.07c,22,Zeus,41,Faceless Void,60,Night Stalker,45,Pugna,39,Queen of Pain,104,Legion Commander,16,Sand King,94,Medusa,68,Ancient Apparition,20,Vengeful Spirit,false
3577299763,2017-11-23 00:00:00,83,7.07c,15,Razor,23,Kunkka,30,Witch Doctor,96,Centaur Warrunner,48,Luna,14,Pudge,112,Winter Wyvern,8,Juggernaut,29,Tidehunter,39,Queen of Pain,false
3577626733,2017-11-23 00:00:00,83,7.07c,29,Tidehunter,20,Vengeful Spirit,85,Undying,86,Rubick,11,Shadow Fiend,9,Mirana,98,Timbersaw,84,Ogre Magi,26,Lion,19,Tiny,false
3577729402,2017-11-23 00:00:00,83,7.07c,38,Beastmaster,48,Luna,84,Ogre Magi,87,Disruptor,70,Ursa,49,Dragon Knight,88,Nyx Assassin,3,Bane,9,Mirana,13,Puck,true
3578248906,2017-11-23 00:00:00,83,7.07c,30,Witch Doctor,81,Chaos Knight,58,Enchantress,16,Sand King,74,Invoker,28,Slardar,29,Tidehunter,34,Tinker,72,Gyrocopter,27,Shadow Shaman,true
3578337880,2017-11-23 00:00:00,83,7.07c,14,Pudge,52,Leshrac,120,Pangolier,75,Silencer,100,Tusk,68,Ancient Apparition,19,Tiny,38,Beastmaster,31,Lich,28,Slardar,true
3578696666,2017-11-24 00:00:00,83,7.07c,17,Storm Spirit,85,Undying,16,Sand King,72,Gyrocopter,64,Jakiro,104,Legion Commander,9,Mirana,86,Rubick,79,Shadow Demon,43,Death Prophet,true
3580207191,2017-11-24 00:00:00,83,7.07c,87,Disruptor,60,Night Stalker,69,Doom,15,Razor,34,Tinker,3,Bane,94,Medusa,70,Ursa,9,Mirana,29,Tidehunter,false
3580632531,2017-11-25 00:00:00,83,7.07c,54,Lifestealer,35,Sniper,78,Brewmaster,56,Clinkz,105,Techies,9,Mirana,97,Magnus,29,Tidehunter,77,Lycan,60,Night Stalker,false
3581116485,2017-11-25 00:00:00,83,7.07c,57,Omniknight,13,Puck,60,Night Stalker,48,Luna,79,Shadow Demon,14,Pudge,107,Earth Spirit,8,Juggernaut,69,Doom,47,Viper,false
3581625075,2017-11-25 00:00:00,83,7.07c,3,Bane,57,Omniknight,20,Vengeful Spirit,94,Medusa,60,Night Stalker,16,Sand King,109,Terrorblade,47,Viper,112,Winter Wyvern,65,Batrider,true
3581749500,2017-11-25 00:00:00,83,7.07c,78,Brewmaster,86,Rubick,16,Sand King,39,Queen of Pain,77,Lycan,28,Slardar,43,Death Prophet,44,Phantom Assassin,68,Ancient Apparition,55,Dark Seer,true
3581923959,2017-11-25 00:00:00,83,7.07c,45,Pugna,3,Bane,46,Templar Assassin,88,Nyx Assassin,72,Gyrocopter,16,Sand King,8,Juggernaut,13,Puck,60,Night Stalker,58,Enchantress,false
3582086933,2017-11-25 00:00:00,83,7.07c,39,Queen of Pain,68,Ancient Apparition,96,Centaur Warrunner,60,Night Stalker,18,Sven,27,Shadow Shaman,15,Razor,13,Puck,71,Spirit Breaker,78,Brewmaster,true
3582526818,2017-11-25 00:00:00,83,7.07c,87,Disruptor,62,Bounty Hunter,49,Dragon Knight,29,Tidehunter,18,Sven,79,Shadow Demon,16,Sand King,72,Gyrocopter,39,Queen of Pain,53,Nature's Prophet,true
3582531382,2017-11-25 00:00:00,83,7.07c,6,Drow Ranger,112,Winter Wyvern,104,Legion Commander,63,Weaver,111,Oracle,64,Jakiro,2,Axe,89,Naga Siren,76,Outworld Destroyer,57,Omniknight,false
3582618411,2017-11-25 00:00:00,83,7.07c,47,Viper,107,Earth Spirit,51,Clockwerk,21,Windranger,11,Shadow Fiend,87,Disruptor,72,Gyrocopter,43,Death Prophet,16,Sand King,108,Underlord,true
3583428040,2017-11-26 00:00:00,83,7.07c,65,Batrider,34,Tinker,81,Chaos Knight,3,Bane,16,Sand King,27,Shadow Shaman,77,Lycan,39,Queen of Pain,60,Night Stalker,38,Beastmaster,false
3583953549,2017-11-26 00:00:00,83,7.07c,59,Huskar,111,Oracle,38,Beastmaster,58,Enchantress,114,Monkey King,23,Kunkka,104,Legion Commander,63,Weaver,13,Puck,75,Silencer,true
3584058750,2017-11-26 00:00:00,83,7.07c,84,Ogre Magi,97,Magnus,20,Vengeful Spirit,1,Anti-Mage,30,Witch Doctor,2,Axe,31,Lich,16,Sand King,38,Beastmaster,94,Medusa,false
3584061843,2017-11-26 00:00:00,83,7.07c,51,Clockwerk,7,Earthshaker,18,Sven,46,Templar Assassin,75,Silencer,17,Storm Spirit,9,Mirana,79,Shadow Demon,78,Brewmaster,48,Luna,false
3584337392,2017-11-26 00:00:00,83,7.07c,111,Oracle,59,Huskar,85,Undying,104,Legion Commander,45,Pugna,58,Enchantress,16,Sand King,72,Gyrocopter,17,Storm Spirit,3,Bane,false
3584360857,2017-11-26 00:00:00,83,7.07c,9,Mirana,79,Shadow Demon,107,Earth Spirit,13,Puck,76,Outworld Destroyer,112,Winter Wyvern,78,Brewmaster,98,Timbersaw,69,Doom,54,Lifestealer,true
3584390072,2017-11-26 00:00:00,83,7.07c,87,Disruptor,38,Beastmaster,35,Sniper,91,Io,19,Tiny,105,Techies,94,Medusa,20,Vengeful Spirit,107,Earth Spirit,36,Necrophos,true
3584574056,2017-11-26 00:00:00,83,7.07c,31,Lich,54,Lifestealer,51,Clockwerk,10,Morphling,16,Sand King,107,Earth Spirit,8,Juggernaut,78,Brewmaster,97,Magnus,30,Witch Doctor,true
3585973251,2017-11-27 00:00:00,83,7.07c,109,Terrorblade,45,Pugna,51,Clockwerk,39,Queen of Pain,79,Shadow Demon,23,Kunkka,19,Tiny,87,Disruptor,104,Legion Commander,72,Gyrocopter,false
3586977148,2017-11-28 00:00:00,83,7.07c,51,Clockwerk,85,Undying,82,Meepo,101,Skywrath Mage,11,Shadow Fiend,1,Anti-Mage,69,Doom,39,Queen of Pain,84,Ogre Magi,3,Bane,true
3587458238,2017-11-28 00:00:00,83,7.07c,99,Bristleback,17,Storm Spirit,51,Clockwerk,85,Undying,65,Batrider,100,Tusk,69,Doom,48,Luna,79,Shadow Demon,13,Puck,false
3587668148,2017-11-28 00:00:00,83,7.07c,51,Clockwerk,78,Brewmaster,27,Shadow Shaman,11,Shadow Fiend,8,Juggernaut,107,Earth Spirit,87,Disruptor,9,Mirana,72,Gyrocopter,57,Omniknight,true
3587789317,2017-11-28 00:00:00,83,7.07c,97,Magnus,63,Weaver,102,Abaddon,107,Earth Spirit,20,Vengeful Spirit,112,Winter Wyvern,85,Undying,34,Tinker,78,Brewmaster,41,Faceless Void,false
3587934977,2017-11-28 00:00:00,83,7.07c,88,Nyx Assassin,58,Enchantress,27,Shadow Shaman,39,Queen of Pain,63,Weaver,112,Winter Wyvern,54,Lifestealer,69,Doom,16,Sand King,49,Dragon Knight,false
3588029966,2017-11-28 00:00:00,83,7.07c,43,Death Prophet,16,Sand King,42,Wraith King,90,Keeper of the Light,100,Tusk,4,Bloodseeker,19,Tiny,69,Doom,91,Io,107,Earth Spirit,true
3589214207,2017-11-29 00:00:00,83,7.07c,64,Jakiro,107,Earth Spirit,94,Medusa,20,Vengeful Spirit,29,Tidehunter,88,Nyx Assassin,37,Warlock,93,Slark,19,Tiny,41,Faceless Void,true
3589478011,2017-11-29 00:00:00,83,7.07c,21,Windranger,104,Legion Commander,3,Bane,51,Clockwerk,48,Luna,16,Sand King,38,Beastmaster,13,Puck,68,Ancient Apparition,19,Tiny,false
3589527531,2017-11-29 00:00:00,83,7.07c,85,Undying,102,Abaddon,27,Shadow Shaman,13,Puck,60,Night Stalker,98,Timbersaw,28,Slardar,47,Viper,72,Gyrocopter,112,Winter Wyvern,false
3590616064,2017-11-30 00:00:00,83,7.07c,27,Shadow Shaman,15,Razor,7,Earthshaker,20,Vengeful Spirit,84,Ogre Magi,94,Medusa,78,Brewmaster,16,Sand King,6,Drow Ranger,86,Rubick,true
3590898241,2017-11-30 00:00:00,83,7.07c,104,Legion Commander,86,Rubick,84,Ogre Magi,15,Razor,35,Sniper,38,Beastmaster,76,Outworld Destroyer,27,Shadow Shaman,28,Slardar,39,Queen of Pain,true
3591264034,2017-11-30 00:00:00,83,7.07c,47,Viper,42,Wraith King,104,Legion Commander,64,Jakiro,88,Nyx Assassin,60,Night Stalker,3,Bane,15,Razor,33,Enigma,72,Gyrocopter,false
3591282076,2017-11-30 00:00:00,83,7.07c,5,Crystal Maiden,8,Juggernaut,46,Templar Assassin,57,Omniknight,71,Spirit Breaker,22,Zeus,30,Witch Doctor,99,Bristleback,7,Earthshaker,32,Riki,true
3591534483,2017-11-30 00:00:00,83,7.07c,64,Jakiro,11,Shadow Fiend,51,Clockwerk,54,Lifestealer,55,Dark Seer,16,Sand King,85,Undying,13,Puck,75,Silencer,8,Juggernaut,true
3592347071,2017-12-01 00:00:00,83,7.07c,61,Broodmother,87,Disruptor,76,Outworld Destroyer,88,Nyx Assassin,85,Undying,27,Shadow Shaman,63,Weaver,46,Templar Assassin,16,Sand King,98,Timbersaw,true
3592767782,2017-12-01 00:00:00,83,7.07c,84,Ogre Magi,114,Monkey King,11,Shadow Fiend,57,Omniknight,16,Sand King,6,Drow Ranger,74,Invoker,85,Undying,19,Tiny,27,Shadow Shaman,true
3592768996,2017-12-01 00:00:00,83,7.07c,84,Ogre Magi,46,Templar Assassin,15,Razor,40,Venomancer,88,Nyx Assassin,17,Storm Spirit,68,Ancient Apparition,13,Puck,7,Earthshaker,54,Lifestealer,true
3593194086,2017-12-01 00:00:00,83,7.07c,19,Tiny,13,Puck,50,Dazzle,91,Io,15,Razor,109,Terrorblade,31,Lich,47,Viper,38,Beastmaster,20,Vengeful Spirit,false
3593531837,2017-12-01 00:00:00,83,7.07c,3,Bane,107,Earth Spirit,48,Luna,13,Puck,12,Phantom Lancer,63,Weaver,94,Medusa,30,Witch Doctor,57,Omniknight,28,Slardar,true
3594540805,2017-12-02 00:00:00,83,7.07c,72,Gyrocopter,60,Night Stalker,34,Tinker,13,Puck,86,Rubick,77,Lycan,43,Death Prophet,29,Tidehunter,112,Winter Wyvern,28,Slardar,false
3599647576,2017-12-05 00:00:00,83,7.07c,28,Slardar,46,Templar Assassin,54,Lifestealer,58,Enchantress,68,Ancient Apparition,88,Nyx Assassin,20,Vengeful Spirit,42,Wraith King,43,Death Prophet,51,Clockwerk,true
3601140676,2017-12-05 00:00:00,83,7.07c,55,Dark Seer,9,Mirana,51,Clockwerk,99,Bristleback,3,Bane,87,Disruptor,77,Lycan,60,Night Stalker,43,Death Prophet,57,Omniknight,true
3601480937,2017-12-06 00:00:00,83,7.07c,70,Ursa,64,Jakiro,74,Invoker,96,Centaur Warrunner,60,Night Stalker,27,Shadow Shaman,15,Razor,44,Phantom Assassin,100,Tusk,29,Tidehunter,true
3602477945,2017-12-06 00:00:00,83,7.07c,45,Pugna,53,Nature's Prophet,72,Gyrocopter,16,Sand King,57,Omniknight,85,Undying,7,Earthshaker,3,Bane,34,Tinker,18,Sven,false
3603194362,2017-12-07 00:00:00,83,7.07c,76,Outworld Destroyer,85,Undying,20,Vengeful Spirit,57,Omniknight,87,Disruptor,84,Ogre Magi,55,Dark Seer,81,Chaos Knight,15,Razor,28,Slardar,true
3603200340,2017-12-07 00:00:00,83,7.07c,69,Doom,34,Tinker,16,Sand King,20,Vengeful Spirit,72,Gyrocopter,79,Shadow Demon,8,Juggernaut,13,Puck,48,Luna,84,Ogre Magi,false
3603234785,2017-12-07 00:00:00,83,7.07c,107,Earth Spirit,76,Outworld Destroyer,64,Jakiro,65,Batrider,15,Razor,9,Mirana,57,Omniknight,72,Gyrocopter,51,Clockwerk,3,Bane,true
3603423724,2017-12-07 00:00:00,83,7.07c,51,Clockwerk,39,Queen of Pain,62,Bounty Hunter,54,Lifestealer,20,Vengeful Spirit,68,Ancient Apparition,53,Nature's Prophet,71,Spirit Breaker,9,Mirana,42,Wraith King,false
3603580071,2017-12-07 00:00:00,83,7.07c,79,Shadow Demon,88,Nyx Assassin,15,Razor,48,Luna,107,Earth Spirit,3,Bane,53,Nature's Prophet,16,Sand King,35,Sniper,63,Weaver,false
3604133002,2017-12-07 00:00:00,83,7.07c,30,Witch Doctor,23,Kunkka,53,Nature's Prophet,107,Earth Spirit,72,Gyrocopter,27,Shadow Shaman,11,Shadow Fiend,85,Undying,78,Brewmaster,61,Broodmother,false
3604288382,2017-12-07 00:00:00,83,7.07c,95,Troll Warlord,15,Razor,16,Sand King,91,Io,84,Ogre Magi,3,Bane,23,Kunkka,9,Mirana,1,Anti-Mage,28,Slardar,false
3604394059,2017-12-07 00:00:00,83,7.07c,42,Wraith King,15,Razor,29,Tidehunter,107,Earth Spirit,84,Ogre Magi,3,Bane,51,Clockwerk,39,Queen of Pain,48,Luna,104,Legion Commander,false
3605230139,2017-12-08 00:00:00,83,7.07c,88,Nyx Assassin,3,Bane,60,Night Stalker,43,Death Prophet,19,Tiny,30,Witch Doctor,29,Tidehunter,84,Ogre Magi,47,Viper,77,Lycan,false
3605993530,2017-12-08 00:00:00,83,7.07c,79,Shadow Demon,51,Clockwerk,76,Outworld Destroyer,114,Monkey King,19,Tiny,64,Jakiro,23,Kunkka,13,Puck,63,Weaver,98,Timbersaw,true
3606820094,2017-12-09 00:00:00,83,7.07c,16,Sand King,38,Beastmaster,86,Rubick,46,Templar Assassin,80,Lone Druid,72,Gyrocopter,17,Storm Spirit,100,Tusk,26,Lion,69,Doom,true
3607565057,2017-12-09 00:00:00,83,7.07c,39,Queen of Pain,71,Spirit Breaker,10,Morphling,69,Doom,75,Silencer,27,Shadow Shaman,78,Brewmaster,88,Nyx Assassin,9,Mirana,42,Wraith King,false
3607686965,2017-12-09 00:00:00,83,7.07c,3,Bane,13,Puck,107,Earth Spirit,11,Shadow Fiend,72,Gyrocopter,71,Spirit Breaker,8,Juggernaut,76,Outworld Destroyer,55,Dark Seer,87,Disruptor,true
